Weight (lbs):,10.886229826455354
144,5.94,-0.62,0.17,0.64,1.06,0.34,1.11,-0.16,0.03,0.16,0.00,0.00,0.00,0.12,0.00,0.12
145,5.98,-0.57,0.17,0.60,1.20,0.03,1.20,-0.18,0.04,0.19,0.00,0.00,0.00,0.12,0.00,0.12
146,6.02,-0.52,0.17,0.55,1.26,-0.30,1.29,-0.20,0.05,0.21,0.00,0.00,0.00,0.12,0.00,0.12
147,6.06,-0.47,0.15,0.49,1.16,-0.55,1.28,-0.22,0.05,0.23,0.00,0.00,0.00,0.12,0.00,0.12
148,6.10,-0.43,0.13,0.44,0.93,-0.58,1.10,-0.24,0.06,0.25,0.00,0.00,0.00,0.12,0.00,0.12
149,6.14,-0.39,0.10,0.40,0.86,-0.58,1.04,-0.26,0.07,0.27,0.00,0.00,0.00,0.12,0.00,0.12
150,6.19,-0.35,0.08,0.36,1.05,-0.66,1.24,-0.28,0.07,0.28,0.00,0.00,0.00,0.12,0.00,0.12
151,6.23,-0.30,0.05,0.30,1.56,-0.68,1.70,-0.29,0.07,0.30,0.00,0.00,0.00,0.12,0.00,0.12
152,6.27,-0.22,0.02,0.22,2.36,-0.70,2.46,-0.30,0.07,0.31,0.00,0.00,0.00,0.13,0.00,0.13
153,6.31,-0.10,-0.01,0.10,3.01,-0.68,3.08,-0.31,0.07,0.32,0.00,0.00,0.00,0.14,0.00,0.14
154,6.35,0.03,-0.03,0.04,3.03,-0.48,3.07,-0.31,0.07,0.32,0.00,0.00,0.00,0.14,0.00,0.14
155,6.39,0.14,-0.05,0.15,2.47,-0.29,2.49,-0.31,0.07,0.32,0.02,0.00,0.02,0.13,0.00,0.13
156,6.44,0.23,-0.06,0.23,1.61,-0.24,1.62,-0.30,0.07,0.31,0.03,0.00,0.03,0.12,0.00,0.12
157,6.48,0.28,-0.07,0.28,0.78,-0.25,0.82,-0.29,0.06,0.29,0.03,0.00,0.03,0.12,0.00,0.12
158,6.52,0.30,-0.08,0.31,0.27,-0.17,0.31,-0.27,0.06,0.28,0.03,0.00,0.03,0.11,0.00,0.11
159,6.56,0.30,-0.08,0.31,-0.31,0.16,0.35,-0.26,0.06,0.27,0.03,0.00,0.03,0.10,0.00,0.10
160,6.60,0.27,-0.07,0.28,-0.88,0.38,0.96,-0.25,0.05,0.25,0.03,0.00,0.03,0.10,0.00,0.10
161,6.64,0.24,-0.06,0.25,-0.47,0.02,0.47,-0.24,0.05,0.24,0.02,0.00,0.02,0.10,0.00,0.10
162,6.69,0.24,-0.07,0.25,0.55,-0.42,0.69,-0.23,0.05,0.23,0.03,0.00,0.03,0.11,0.00,0.11
163,6.73,0.28,-0.09,0.29,1.13,-0.35,1.18,-0.22,0.05,0.23,0.03,0.00,0.03,0.12,0.00,0.12
164,6.77,0.32,-0.10,0.34,0.91,-0.02,0.91,-0.21,0.04,0.21,0.04,0.00,0.04,0.12,0.00,0.12
165,6.81,0.33,-0.10,0.34,-0.88,-0.53,1.03,-0.19,0.04,0.19,0.03,0.00,0.03,0.10,0.00,0.10
166,6.85,0.23,-0.11,0.26,-3.89,-0.09,3.89,-0.18,0.04,0.18,0.01,0.00,0.01,0.06,0.00,0.06
167,6.89,0.04,-0.07,0.08,-4.87,3.13,5.79,-0.16,0.03,0.17,0.00,0.00,0.00,0.05,0.03,0.06
168,6.94,-0.12,0.11,0.16,-2.30,5.24,5.72,-0.17,0.02,0.17,0.00,0.01,0.01,0.08,0.06,0.10
169,6.98,-0.12,0.30,0.32,2.72,2.29,3.55,-0.19,0.02,0.19,0.00,0.01,0.01,0.14,0.02,0.14
170,7.02,0.11,0.27,0.29,7.90,-4.25,8.97,-0.20,0.06,0.21,0.02,0.00,0.02,0.19,0.00,0.19
171,7.06,0.47,-0.03,0.47,8.40,-8.69,12,-0.19,0.09,0.21,0.09,0.00,0.09,0.20,0.00,0.20
172,7.10,0.73,-0.38,0.82,3.38,-6.24,7.10,-0.15,0.06,0.17,0.10,0.00,0.10,0.14,0.00,0.14
173,7.14,0.75,-0.48,0.89,-2.01,0.67,2.12,-0.10,0.02,0.11,0.06,0.00,0.06,0.08,0.01,0.09
174,7.19,0.60,-0.34,0.69,-4.37,4.92,6.58,-0.07,-0.00,0.07,0.04,0.00,0.04,0.06,0.05,0.08
175,7.23,0.43,-0.15,0.45,-3.46,3.99,5.28,-0.06,0.00,0.06,0.03,0.00,0.03,0.07,0.04,0.08
176,7.27,0.34,-0.05,0.35,-0.92,1.15,1.47,-0.05,-0.00,0.05,0.03,0.00,0.03,0.10,0.01,0.10
177,7.31,0.33,-0.03,0.33,0.21,-0.02,0.21,-0.03,-0.00,0.03,0.04,0.00,0.04,0.11,0.00,0.11
178,7.35,0.33,-0.03,0.33,-0.13,0.00,0.13,-0.02,-0.00,0.02,0.04,0.00,0.04,0.11,0.00,0.11
179,7.39,0.32,-0.03,0.32,-0.61,-0.18,0.63,-0.01,-0.00,0.01,0.03,0.00,0.03,0.10,0.00,0.10
180,7.44,0.28,-0.04,0.28,-1.30,-0.21,1.31,0.01,-0.01,0.01,0.03,0.00,0.03,0.09,0.00,0.09
181,7.48,0.21,-0.05,0.22,-1.95,-0.08,1.95,0.02,-0.01,0.02,0.02,0.00,0.02,0.09,0.00,0.09
182,7.52,0.12,-0.04,0.13,-2.16,0.11,2.17,0.03,-0.01,0.03,0.01,0.00,0.01,0.08,0.00,0.08
183,7.56,0.04,-0.04,0.05,-1.81,0.23,1.82,0.03,-0.01,0.03,0.00,0.00,0.00,0.09,0.00,0.09
184,7.60,-0.02,-0.03,0.04,-1.10,0.17,1.11,0.03,-0.01,0.03,0.00,0.00,0.00,0.09,0.00,0.09
185,7.64,-0.05,-0.03,0.06,-0.42,-0.02,0.42,0.03,-0.01,0.03,0.00,0.00,0.00,0.10,0.00,0.10
186,7.69,-0.06,-0.03,0.07,-0.01,-0.24,0.24,0.02,-0.01,0.03,0.00,0.00,0.00,0.11,0.00,0.11
187,7.73,-0.06,-0.04,0.07,0.20,-0.38,0.43,0.02,-0.02,0.02,0.00,0.00,0.00,0.11,0.00,0.11
188,7.77,-0.05,-0.06,0.07,0.30,-0.26,0.40,0.02,-0.02,0.03,0.00,0.00,0.00,0.11,0.00,0.11
189,7.81,-0.03,-0.06,0.07,0.24,0.07,0.25,0.02,-0.02,0.03,0.00,0.00,0.00,0.11,0.00,0.11
190,7.85,-0.03,-0.05,0.06,0.09,0.37,0.38,0.01,-0.02,0.03,0.00,0.00,0.00,0.11,0.00,0.11
191,7.89,-0.03,-0.04,0.04,-0.04,0.44,0.45,0.01,-0.03,0.03,0.00,0.00,0.00,0.11,0.00,0.11
192,7.94,-0.03,-0.02,0.03,-0.09,0.37,0.38,0.01,-0.03,0.03,0.00,0.00,0.00,0.11,0.00,0.11
193,7.98,-0.03,-0.00,0.03,0.01,0.28,0.28,0.01,-0.03,0.03,0.00,0.00,0.00,0.11,0.00,0.11
194,8.02,-0.03,0.01,0.03,0.17,0.21,0.27,0.01,-0.03,0.03,0.00,0.00,0.00,0.11,0.00,0.11
195,8.06,-0.02,0.01,0.02,0.20,0.18,0.27,0.01,-0.03,0.03,0.00,0.00,0.00,0.11,0.00,0.11
196,8.10,-0.01,0.02,0.02,0.10,0.15,0.18,0.01,-0.03,0.03,0.00,0.00,0.00,0.11,0.00,0.11
197,8.14,-0.01,0.02,0.03,-0.02,0.04,0.05,0.01,-0.03,0.03,0.00,0.00,0.00,0.11,0.00,0.11
198,8.19,-0.01,0.03,0.03,-0.06,-0.00,0.06,0.01,-0.02,0.02,0.00,0.00,0.00,0.11,0.00,0.11
199,8.23,-0.01,0.03,0.03,0.02,0.00,0.02,0.01,-0.02,0.02,0.00,0.00,0.00,0.11,0.00,0.11
200,8.27,-0.01,0.03,0.03,0.09,0.04,0.10,0.01,-0.02,0.02,0.00,0.00,0.00,0.11,0.00,0.11
201,8.31,-0.01,0.03,0.03,0.04,0.12,0.13,0.01,-0.02,0.02,0.00,0.00,0.00,0.11,0.00,0.11
202,8.35,-0.01,0.04,0.04,-0.22,0.18,0.28,0.01,-0.02,0.02,0.00,0.00,0.00,0.10,0.00,0.10
203,8.39,-0.03,0.04,0.05,-0.72,0.26,0.77,0.01,-0.02,0.02,0.00,0.00,0.00,0.10,0.00,0.10
204,8.44,-0.08,0.06,0.10,-1.47,0.37,1.51,0.00,-0.02,0.02,0.00,0.00,0.00,0.09,0.00,0.09
205,8.48,-0.16,0.07,0.17,-2.33,0.37,2.36,0.00,-0.01,0.01,0.00,0.00,0.00,0.08,0.00,0.08
206,8.52,-0.27,0.09,0.28,-2.98,0.33,3.00,-0.01,-0.01,0.01,0.00,0.00,0.00,0.07,0.00,0.07
207,8.56,-0.40,0.10,0.41,-3.07,0.40,3.10,-0.02,-0.01,0.02,0.00,0.00,0.00,0.07,0.00,0.07
208,8.60,-0.51,0.12,0.53,-2.50,0.51,2.55,-0.04,-0.00,0.04,0.00,0.00,0.00,0.08,0.01,0.08
209,8.64,-0.60,0.14,0.61,-1.53,0.58,1.63,-0.06,0.00,0.06,0.00,0.00,0.00,0.09,0.01,0.09
210,8.69,-0.64,0.17,0.66,-0.50,0.56,0.75,-0.09,0.01,0.09,0.00,0.00,0.00,0.10,0.01,0.10
211,8.73,-0.64,0.19,0.67,0.29,0.40,0.50,-0.12,0.02,0.12,0.00,0.00,0.00,0.11,0.00,0.11
212,8.77,-0.62,0.20,0.65,0.74,0.23,0.77,-0.15,0.03,0.15,0.00,0.00,0.00,0.11,0.00,0.11
213,8.81,-0.58,0.21,0.62,1.00,0.06,1.00,-0.17,0.04,0.18,0.00,0.00,0.00,0.12,0.00,0.12
214,8.85,-0.54,0.21,0.58,1.15,-0.20,1.16,-0.20,0.04,0.20,0.00,0.00,0.00,0.12,0.00,0.12
215,8.89,-0.49,0.19,0.53,1.13,-0.38,1.19,-0.22,0.05,0.22,0.00,0.00,0.00,0.12,0.00,0.12
216,8.94,-0.44,0.18,0.48,1.12,-0.45,1.20,-0.24,0.06,0.24,0.00,0.00,0.00,0.12,0.00,0.12
217,8.98,-0.40,0.15,0.43,1.18,-0.61,1.33,-0.25,0.07,0.26,0.00,0.00,0.00,0.12,0.00,0.12
218,9.02,-0.35,0.13,0.37,1.17,-0.76,1.39,-0.27,0.07,0.28,0.00,0.00,0.00,0.12,0.00,0.12
219,9.06,-0.30,0.09,0.31,1.23,-0.77,1.45,-0.28,0.08,0.29,0.00,0.00,0.00,0.12,0.00,0.12
220,9.10,-0.24,0.06,0.25,1.64,-0.69,1.78,-0.29,0.08,0.31,0.00,0.00,0.00,0.12,0.00,0.12
221,9.14,-0.16,0.04,0.16,2.21,-0.51,2.27,-0.30,0.08,0.32,0.00,0.00,0.00,0.13,0.00,0.13
222,9.19,-0.06,0.02,0.06,2.58,-0.39,2.61,-0.31,0.08,0.32,0.00,0.00,0.00,0.13,0.00,0.13
223,9.23,0.05,0.00,0.05,2.55,-0.44,2.59,-0.31,0.08,0.32,0.01,0.00,0.01,0.13,0.00,0.13
224,9.27,0.15,-0.02,0.15,2.01,-0.47,2.07,-0.30,0.08,0.32,0.02,0.00,0.02,0.13,0.00,0.13
225,9.31,0.21,-0.04,0.22,1.22,-0.40,1.28,-0.30,0.08,0.31,0.03,0.00,0.03,0.12,0.00,0.12
226,9.35,0.25,-0.05,0.26,0.68,-0.34,0.76,-0.29,0.08,0.30,0.03,0.00,0.03,0.11,0.00,0.11
227,9.39,0.27,-0.06,0.28,0.39,-0.25,0.46,-0.27,0.08,0.28,0.03,0.00,0.03,0.11,0.00,0.11
228,9.44,0.28,-0.07,0.29,0.07,-0.08,0.11,-0.26,0.08,0.27,0.03,0.00,0.03,0.11,0.00,0.11
229,9.48,0.28,-0.07,0.29,-0.22,0.09,0.23,-0.25,0.07,0.26,0.03,0.00,0.03,0.10,0.00,0.10
230,9.52,0.27,-0.06,0.28,-0.38,0.21,0.43,-0.24,0.07,0.25,0.03,0.00,0.03,0.10,0.00,0.10
231,9.56,0.25,-0.06,0.26,-0.39,0.20,0.44,-0.23,0.07,0.24,0.03,0.00,0.03,0.10,0.00,0.10
232,9.60,0.24,-0.05,0.24,-0.25,0.04,0.25,-0.22,0.06,0.23,0.02,0.00,0.02,0.10,0.00,0.10
233,9.64,0.23,-0.05,0.24,-0.17,-0.12,0.21,-0.21,0.06,0.22,0.02,0.00,0.02,0.10,0.00,0.10
234,9.69,0.22,-0.06,0.23,-0.20,-0.12,0.23,-0.20,0.06,0.21,0.02,0.00,0.02,0.10,0.00,0.10
235,9.73,0.21,-0.06,0.22,-0.15,-0.01,0.15,-0.19,0.06,0.20,0.02,0.00,0.02,0.11,0.00,0.11
236,9.77,0.21,-0.06,0.22,-0.10,0.17,0.20,-0.18,0.05,0.19,0.02,0.00,0.02,0.11,0.00,0.11
237,9.81,0.20,-0.05,0.21,-0.14,0.30,0.33,-0.17,0.05,0.18,0.02,0.00,0.02,0.11,0.00,0.11
238,9.85,0.20,-0.04,0.20,-0.16,0.18,0.24,-0.16,0.05,0.17,0.02,0.00,0.02,0.11,0.00,0.11
239,9.89,0.19,-0.03,0.19,-0.19,-0.03,0.20,-0.16,0.05,0.16,0.02,0.00,0.02,0.10,0.00,0.10
240,9.94,0.18,-0.04,0.19,-0.22,-0.21,0.30,-0.15,0.05,0.16,0.02,0.00,0.02,0.10,0.00,0.10
241,9.98,0.18,-0.05,0.18,-0.14,-0.36,0.39,-0.14,0.05,0.15,0.02,0.00,0.02,0.11,0.00,0.11
242,10,0.17,-0.07,0.18,-0.06,-0.35,0.36,-0.13,0.04,0.14,0.02,0.00,0.02,0.11,0.00,0.11
243,10,0.17,-0.08,0.18,-0.04,-0.16,0.17,-0.13,0.04,0.13,0.02,0.00,0.02,0.11,0.00,0.11
244,10,0.17,-0.08,0.19,0.07,-0.03,0.08,-0.12,0.04,0.13,0.02,0.00,0.02,0.11,0.00,0.11
245,10,0.18,-0.08,0.19,0.26,-0.02,0.26,-0.11,0.03,0.12,0.02,0.00,0.02,0.11,0.00,0.11
246,10,0.19,-0.08,0.20,0.31,-0.00,0.31,-0.10,0.03,0.11,0.02,0.00,0.02,0.11,0.00,0.11
247,10,0.20,-0.08,0.22,0.28,0.02,0.28,-0.10,0.03,0.10,0.02,0.00,0.02,0.11,0.00,0.11
248,10,0.21,-0.08,0.23,0.26,0.05,0.27,-0.09,0.02,0.09,0.02,0.00,0.02,0.11,0.00,0.11
249,10,0.22,-0.08,0.23,0.15,0.11,0.19,-0.08,0.02,0.08,0.02,0.00,0.02,0.11,0.00,0.11
250,10,0.23,-0.07,0.24,0.09,0.17,0.19,-0.07,0.02,0.07,0.02,0.00,0.02,0.11,0.00,0.11
251,10,0.23,-0.06,0.24,0.28,0.18,0.33,-0.06,0.01,0.06,0.03,0.00,0.03,0.11,0.00,0.11
252,10,0.25,-0.06,0.26,0.56,0.19,0.59,-0.05,0.01,0.05,0.03,0.00,0.03,0.11,0.00,0.11
253,10,0.28,-0.05,0.28,0.65,0.23,0.69,-0.04,0.01,0.04,0.03,0.00,0.03,0.11,0.00,0.11
254,10,0.30,-0.04,0.30,0.30,0.19,0.35,-0.03,0.01,0.03,0.03,0.00,0.03,0.11,0.00,0.11
255,10,0.29,-0.03,0.30,-0.51,0.09,0.52,-0.01,0.01,0.02,0.03,0.00,0.03,0.10,0.00,0.10
256,10,0.25,-0.03,0.26,-1.40,0.08,1.40,-0.00,0.01,0.01,0.02,0.00,0.02,0.09,0.00,0.09
257,10,0.18,-0.03,0.18,-2.02,0.09,2.02,0.01,0.00,0.01,0.02,0.00,0.02,0.08,0.00,0.08
258,10,0.09,-0.02,0.10,-2.10,0.06,2.10,0.01,0.00,0.01,0.01,0.00,0.01,0.08,0.00,0.08
259,10,0.02,-0.02,0.03,-1.56,0.05,1.56,0.02,0.00,0.02,0.00,0.00,0.00,0.09,0.00,0.09
260,10,-0.03,-0.02,0.04,-0.63,-0.03,0.63,0.01,0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.10
261,10,-0.04,-0.02,0.04,0.22,-0.08,0.24,0.01,0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
262,10,-0.02,-0.02,0.03,0.52,-0.01,0.52,0.01,0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
263,10,-0.00,-0.02,0.02,0.26,0.06,0.27,0.01,-0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
264,10,-0.00,-0.02,0.02,-0.16,0.12,0.20,0.01,-0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
265,10,-0.01,-0.01,0.02,-0.34,0.13,0.36,0.01,-0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.10
266,11,-0.02,-0.01,0.03,-0.23,-0.05,0.24,0.01,-0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.10
267,11,-0.03,-0.02,0.03,-0.10,-0.14,0.17,0.01,-0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
268,11,-0.03,-0.02,0.04,0.00,-0.08,0.08,0.01,-0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
269,11,-0.03,-0.02,0.04,0.19,0.03,0.19,0.00,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
270,11,-0.02,-0.02,0.03,0.30,0.28,0.41,0.00,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
271,11,-0.01,-0.00,0.01,0.21,0.42,0.47,0.00,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
272,11,-0.00,0.01,0.01,0.04,0.26,0.26,0.00,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
273,11,-0.01,0.02,0.02,-0.11,0.09,0.15,0.00,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
274,11,-0.01,0.02,0.03,-0.13,0.01,0.13,0.00,-0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11
275,11,-0.01,0.02,0.03,-0.02,-0.06,0.07,0.00,-0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11
276,11,-0.01,0.02,0.02,-0.00,-0.05,0.05,0.00,-0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11
277,11,-0.02,0.02,0.03,-0.25,-0.00,0.25,0.00,-0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10
278,11,-0.04,0.02,0.04,-0.94,0.01,0.94,0.00,-0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10
279,11,-0.10,0.02,0.11,-2.13,0.08,2.13,-0.00,-0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08
280,11,-0.22,0.03,0.22,-3.24,0.17,3.24,-0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07
281,11,-0.36,0.03,0.36,-3.48,0.22,3.49,-0.02,0.00,0.02,0.00,0.00,0.00,0.07,0.00,0.07
282,11,-0.49,0.04,0.49,-2.72,0.33,2.74,-0.04,0.00,0.04,0.00,0.00,0.00,0.08,0.00,0.08
283,11,-0.58,0.06,0.58,-1.51,0.50,1.59,-0.06,0.01,0.06,0.00,0.00,0.00,0.09,0.01,0.09
284,11,-0.62,0.08,0.63,-0.48,0.54,0.72,-0.09,0.01,0.09,0.00,0.00,0.00,0.10,0.01,0.10
285,11,-0.63,0.10,0.63,0.15,0.35,0.38,-0.11,0.01,0.11,0.00,0.00,0.00,0.11,0.00,0.11
286,11,-0.61,0.11,0.62,0.56,0.04,0.56,-0.14,0.02,0.14,0.00,0.00,0.00,0.11,0.00,0.11
287,11,-0.58,0.11,0.59,0.94,-0.15,0.95,-0.17,0.02,0.17,0.00,0.00,0.00,0.12,0.00,0.12
288,11,-0.54,0.10,0.55,1.14,-0.12,1.14,-0.19,0.03,0.19,0.00,0.00,0.00,0.12,0.00,0.12
289,11,-0.49,0.10,0.50,1.16,-0.00,1.16,-0.21,0.03,0.21,0.00,0.00,0.00,0.12,0.00,0.12
290,12,-0.44,0.10,0.45,1.12,0.06,1.12,-0.23,0.03,0.23,0.00,0.00,0.00,0.12,0.00,0.12
291,12,-0.40,0.10,0.41,0.97,0.05,0.97,-0.25,0.04,0.25,0.00,0.00,0.00,0.12,0.00,0.12
292,12,-0.36,0.10,0.37,0.81,-0.05,0.81,-0.26,0.04,0.27,0.00,0.00,0.00,0.12,0.00,0.12
293,12,-0.33,0.10,0.34,0.79,-0.17,0.81,-0.28,0.05,0.28,0.00,0.00,0.00,0.12,0.00,0.12
294,12,-0.29,0.09,0.30,0.99,-0.24,1.02,-0.29,0.05,0.29,0.00,0.00,0.00,0.12,0.00,0.12
295,12,-0.24,0.08,0.25,1.45,-0.34,1.49,-0.30,0.06,0.31,0.00,0.00,0.00,0.12,0.00,0.12
296,12,-0.17,0.06,0.18,1.95,-0.42,2.00,-0.31,0.06,0.32,0.00,0.00,0.00,0.13,0.00,0.13
297,12,-0.08,0.04,0.09,2.22,-0.45,2.27,-0.32,0.06,0.32,0.00,0.00,0.00,0.13,0.00,0.13
298,12,0.01,0.03,0.03,2.23,-0.49,2.29,-0.32,0.06,0.32,0.00,0.00,0.00,0.13,0.00,0.13
299,12,0.10,0.01,0.10,1.96,-0.40,2.00,-0.32,0.06,0.32,0.01,0.00,0.01,0.13,0.00,0.13
300,12,0.17,-0.01,0.17,1.34,-0.15,1.35,-0.31,0.06,0.31,0.02,0.00,0.02,0.12,0.00,0.12
301,12,0.21,-0.01,0.21,0.60,-0.03,0.60,-0.30,0.06,0.31,0.02,0.00,0.02,0.11,0.00,0.11
302,12,0.22,-0.01,0.22,0.09,-0.08,0.12,-0.29,0.06,0.30,0.02,0.00,0.02,0.11,0.00,0.11
303,12,0.22,-0.02,0.22,-0.14,-0.14,0.20,-0.28,0.06,0.29,0.02,0.00,0.02,0.11,0.00,0.11
304,12,0.22,-0.02,0.22,-0.16,-0.14,0.21,-0.27,0.06,0.28,0.02,0.00,0.02,0.11,0.00,0.11
305,12,0.21,-0.03,0.21,-0.10,-0.05,0.12,-0.26,0.06,0.27,0.02,0.00,0.02,0.11,0.00,0.11
306,12,0.21,-0.03,0.21,-0.12,0.03,0.12,-0.25,0.06,0.26,0.02,0.00,0.02,0.11,0.00,0.11
307,12,0.20,-0.03,0.20,-0.20,0.01,0.20,-0.24,0.06,0.25,0.02,0.00,0.02,0.10,0.00,0.10
308,12,0.19,-0.03,0.19,-0.27,-0.03,0.27,-0.24,0.06,0.24,0.02,0.00,0.02,0.10,0.00,0.10
309,12,0.18,-0.03,0.18,-0.35,-0.03,0.35,-0.23,0.05,0.23,0.02,0.00,0.02,0.10,0.00,0.10
310,12,0.16,-0.03,0.16,-0.36,-0.02,0.36,-0.22,0.05,0.23,0.02,0.00,0.02,0.10,0.00,0.10
