Weight (lbs):,10.886229826455354
311,12,0.15,-0.03,0.15,-0.25,0.00,0.25,-0.22,0.05,0.22,0.02,0.00,0.02,0.10,0.00,0.10
312,12,0.14,-0.03,0.14,-0.17,0.04,0.18,-0.21,0.05,0.22,0.01,0.00,0.01,0.10,0.00,0.10
313,12,0.13,-0.03,0.14,-0.15,0.03,0.16,-0.20,0.05,0.21,0.01,0.00,0.01,0.11,0.00,0.11
314,13,0.13,-0.03,0.13,-0.14,-0.01,0.14,-0.20,0.05,0.20,0.01,0.00,0.01,0.11,0.00,0.11
315,13,0.12,-0.03,0.12,-0.08,-0.05,0.09,-0.19,0.05,0.20,0.01,0.00,0.01,0.11,0.00,0.11
316,13,0.12,-0.03,0.12,0.00,-0.10,0.10,-0.19,0.05,0.19,0.01,0.00,0.01,0.11,0.00,0.11
317,13,0.12,-0.04,0.13,0.01,-0.18,0.18,-0.18,0.05,0.19,0.01,0.00,0.01,0.11,0.00,0.11
318,13,0.12,-0.04,0.13,-0.09,-0.16,0.19,-0.18,0.04,0.18,0.01,0.00,0.01,0.11,0.00,0.11
319,13,0.11,-0.05,0.12,-0.12,-0.07,0.14,-0.17,0.04,0.18,0.01,0.00,0.01,0.11,0.00,0.11
320,13,0.11,-0.05,0.12,-0.04,0.05,0.06,-0.17,0.04,0.17,0.01,0.00,0.01,0.11,0.00,0.11
321,13,0.11,-0.04,0.12,0.05,0.15,0.16,-0.16,0.04,0.17,0.01,0.00,0.01,0.11,0.00,0.11
322,13,0.12,-0.04,0.12,0.09,0.12,0.16,-0.16,0.04,0.16,0.01,0.00,0.01,0.11,0.00,0.11
323,13,0.12,-0.04,0.12,0.07,0.03,0.07,-0.15,0.03,0.16,0.01,0.00,0.01,0.11,0.00,0.11
324,13,0.12,-0.03,0.12,0.03,0.03,0.04,-0.15,0.03,0.15,0.01,0.00,0.01,0.11,0.00,0.11
325,13,0.12,-0.03,0.13,0.06,0.09,0.11,-0.14,0.03,0.15,0.01,0.00,0.01,0.11,0.00,0.11
326,13,0.13,-0.03,0.13,0.10,0.13,0.16,-0.14,0.03,0.14,0.01,0.00,0.01,0.11,0.00,0.11
327,13,0.13,-0.02,0.13,0.09,0.11,0.14,-0.13,0.03,0.14,0.01,0.00,0.01,0.11,0.00,0.11
328,13,0.13,-0.02,0.13,0.00,0.04,0.04,-0.13,0.03,0.13,0.01,0.00,0.01,0.11,0.00,0.11
329,13,0.13,-0.02,0.13,-0.11,-0.05,0.12,-0.12,0.03,0.13,0.01,0.00,0.01,0.11,0.00,0.11
330,13,0.12,-0.02,0.13,-0.21,-0.10,0.23,-0.12,0.03,0.12,0.01,0.00,0.01,0.10,0.00,0.10
331,13,0.11,-0.03,0.11,-0.32,-0.04,0.32,-0.11,0.03,0.12,0.01,0.00,0.01,0.10,0.00,0.10
332,13,0.10,-0.03,0.10,-0.29,0.03,0.29,-0.11,0.02,0.11,0.01,0.00,0.01,0.10,0.00,0.10
333,13,0.09,-0.02,0.09,-0.09,0.05,0.10,-0.10,0.02,0.11,0.01,0.00,0.01,0.11,0.00,0.11
334,13,0.09,-0.02,0.09,0.07,0.09,0.11,-0.10,0.02,0.10,0.01,0.00,0.01,0.11,0.00,0.11
335,13,0.09,-0.02,0.10,0.09,0.12,0.16,-0.10,0.02,0.10,0.01,0.00,0.01,0.11,0.00,0.11
336,13,0.10,-0.01,0.10,0.10,0.08,0.12,-0.09,0.02,0.10,0.01,0.00,0.01,0.11,0.00,0.11
337,13,0.10,-0.01,0.10,0.14,-0.04,0.14,-0.09,0.02,0.09,0.01,0.00,0.01,0.11,0.00,0.11
338,14,0.11,-0.02,0.11,0.25,-0.20,0.32,-0.08,0.02,0.09,0.01,0.00,0.01,0.11,0.00,0.11
339,14,0.12,-0.03,0.13,0.42,-0.35,0.55,-0.08,0.02,0.08,0.01,0.00,0.01,0.11,0.00,0.11
340,14,0.14,-0.04,0.15,0.42,-0.33,0.54,-0.07,0.02,0.08,0.02,0.00,0.02,0.11,0.00,0.11
341,14,0.16,-0.05,0.16,0.22,-0.17,0.28,-0.07,0.02,0.07,0.02,0.00,0.02,0.11,0.00,0.11
342,14,0.16,-0.06,0.17,0.14,-0.01,0.14,-0.06,0.01,0.06,0.02,0.00,0.02,0.11,0.00,0.11
343,14,0.17,-0.05,0.18,0.14,0.09,0.16,-0.05,0.01,0.06,0.02,0.00,0.02,0.11,0.00,0.11
344,14,0.17,-0.05,0.18,0.04,0.11,0.12,-0.05,0.01,0.05,0.02,0.00,0.02,0.11,0.00,0.11
345,14,0.17,-0.05,0.18,-0.04,0.01,0.04,-0.04,0.01,0.04,0.02,0.00,0.02,0.11,0.00,0.11
346,14,0.17,-0.05,0.18,-0.10,-0.05,0.11,-0.03,0.01,0.03,0.02,0.00,0.02,0.11,0.00,0.11
347,14,0.16,-0.05,0.17,-0.14,-0.00,0.14,-0.03,0.00,0.03,0.02,0.00,0.02,0.11,0.00,0.11
348,14,0.16,-0.05,0.16,-0.22,0.09,0.24,-0.02,0.00,0.02,0.02,0.00,0.02,0.10,0.00,0.10
349,14,0.15,-0.04,0.15,-0.42,0.16,0.45,-0.01,-0.00,0.01,0.01,0.00,0.01,0.10,0.00,0.10
350,14,0.12,-0.04,0.13,-0.59,0.11,0.60,-0.01,-0.00,0.01,0.01,0.00,0.01,0.10,0.00,0.10
351,14,0.10,-0.03,0.10,-0.61,-0.02,0.61,-0.00,-0.00,0.00,0.01,0.00,0.01,0.10,0.00,0.10
352,14,0.07,-0.04,0.08,-0.51,-0.09,0.52,0.00,-0.00,0.00,0.01,0.00,0.01,0.10,0.00,0.10
353,14,0.06,-0.04,0.07,-0.37,-0.08,0.38,0.00,-0.01,0.01,0.01,0.00,0.01,0.10,0.00,0.10
354,14,0.04,-0.04,0.06,-0.30,0.00,0.30,0.01,-0.01,0.01,0.00,0.00,0.00,0.10,0.00,0.10
355,14,0.03,-0.04,0.05,-0.26,0.23,0.35,0.01,-0.01,0.01,0.00,0.00,0.00,0.10,0.00,0.10
356,14,0.02,-0.03,0.03,-0.19,0.37,0.42,0.01,-0.01,0.01,0.00,0.00,0.00,0.10,0.00,0.10
357,14,0.01,-0.01,0.02,-0.26,0.32,0.41,0.01,-0.01,0.02,0.00,0.00,0.00,0.10,0.00,0.10
358,14,-0.00,0.00,0.00,-0.38,0.19,0.42,0.01,-0.01,0.02,0.00,0.00,0.00,0.10,0.00,0.10
359,14,-0.02,0.01,0.02,-0.37,0.06,0.37,0.01,-0.01,0.01,0.00,0.00,0.00,0.10,0.00,0.10
360,14,-0.03,0.01,0.03,-0.18,-0.01,0.18,0.01,-0.01,0.01,0.00,0.00,0.00,0.10,0.00,0.10
361,14,-0.03,0.01,0.03,0.10,0.05,0.11,0.01,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
362,15,-0.02,0.01,0.02,0.25,0.09,0.27,0.01,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
363,15,-0.01,0.01,0.02,0.22,0.03,0.23,0.00,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
364,15,-0.00,0.01,0.01,0.18,0.03,0.18,0.00,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
365,15,0.00,0.02,0.02,0.07,0.16,0.17,0.00,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
366,15,0.00,0.02,0.02,-0.06,0.18,0.19,0.00,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
367,15,-0.00,0.03,0.03,-0.07,-0.00,0.07,0.01,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
368,15,-0.00,0.03,0.03,-0.07,-0.15,0.17,0.00,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
369,15,-0.01,0.02,0.02,0.06,-0.21,0.22,0.00,-0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
370,15,0.00,0.01,0.01,0.27,-0.15,0.31,0.00,-0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
371,15,0.01,0.01,0.02,0.28,0.08,0.29,0.00,-0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
372,15,0.02,0.01,0.03,0.10,0.18,0.21,0.01,-0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
373,15,0.02,0.02,0.03,-0.13,0.07,0.15,0.01,-0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
374,15,0.01,0.02,0.02,-0.27,-0.05,0.27,0.01,-0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.10
375,15,0.00,0.01,0.02,-0.17,-0.17,0.24,0.01,-0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.10
376,15,-0.00,0.01,0.01,-0.00,-0.20,0.20,0.01,-0.00,0.01,0.00,0.00,0.00,0.11,0.00,0.11
377,15,-0.00,0.00,0.00,-0.19,-0.01,0.19,0.01,-0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.10
378,15,-0.02,0.01,0.02,-0.87,0.22,0.90,0.01,-0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.10
379,15,-0.08,0.02,0.08,-1.80,0.34,1.83,0.01,-0.00,0.01,0.00,0.00,0.00,0.09,0.00,0.09
380,15,-0.17,0.03,0.18,-2.67,0.39,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08
381,15,-0.29,0.05,0.30,-2.94,0.35,2.96,-0.01,0.00,0.01,0.00,0.00,0.00,0.07,0.00,0.07
382,15,-0.40,0.06,0.41,-2.30,0.27,2.32,-0.02,0.00,0.02,0.00,0.00,0.00,0.08,0.00,0.08
383,15,-0.48,0.07,0.48,-1.24,0.25,1.26,-0.04,0.01,0.04,0.00,0.00,0.00,0.09,0.00,0.09
384,15,-0.51,0.08,0.52,-0.25,0.30,0.39,-0.06,0.01,0.07,0.00,0.00,0.00,0.10,0.00,0.10
385,15,-0.50,0.10,0.51,0.43,0.40,0.59,-0.09,0.01,0.09,0.00,0.00,0.00,0.11,0.00,0.11
386,16,-0.48,0.12,0.50,0.60,0.50,0.78,-0.11,0.02,0.11,0.00,0.00,0.00,0.11,0.01,0.11
387,16,-0.46,0.14,0.48,0.42,0.55,0.69,-0.13,0.02,0.13,0.00,0.00,0.00,0.11,0.01,0.11
388,16,-0.45,0.16,0.47,0.19,0.44,0.48,-0.14,0.03,0.15,0.00,0.00,0.00,0.11,0.00,0.11
389,16,-0.44,0.18,0.48,0.04,0.24,0.24,-0.16,0.04,0.17,0.00,0.00,0.00,0.11,0.00,0.11
390,16,-0.44,0.18,0.48,0.08,0.05,0.09,-0.18,0.05,0.19,0.00,0.00,0.00,0.11,0.00,0.11
391,16,-0.43,0.18,0.47,0.41,-0.18,0.45,-0.20,0.05,0.21,0.00,0.00,0.00,0.11,0.00,0.11
392,16,-0.40,0.17,0.44,0.81,-0.38,0.89,-0.22,0.06,0.23,0.00,0.00,0.00,0.12,0.00,0.12
393,16,-0.37,0.15,0.40,0.97,-0.44,1.06,-0.23,0.07,0.24,0.00,0.00,0.00,0.12,0.00,0.12
394,16,-0.33,0.13,0.35,0.90,-0.41,0.99,-0.25,0.07,0.26,0.00,0.00,0.00,0.12,0.00,0.12
395,16,-0.29,0.12,0.31,0.81,-0.33,0.88,-0.26,0.08,0.27,0.00,0.00,0.00,0.12,0.00,0.12
396,16,-0.26,0.10,0.28,0.96,-0.32,1.01,-0.27,0.08,0.28,0.00,0.00,0.00,0.12,0.00,0.12
397,16,-0.21,0.09,0.23,1.36,-0.44,1.43,-0.28,0.09,0.30,0.00,0.00,0.00,0.12,0.00,0.12
398,16,-0.14,0.06,0.16,1.84,-0.64,1.95,-0.29,0.09,0.31,0.00,0.00,0.00,0.13,0.00,0.13
399,16,-0.06,0.03,0.07,2.22,-0.78,2.36,-0.30,0.09,0.31,0.00,0.00,0.00,0.13,0.00,0.13
400,16,0.04,0.00,0.04,2.19,-0.74,2.31,-0.30,0.09,0.31,0.00,0.00,0.00,0.13,0.00,0.13
401,16,0.12,-0.02,0.12,1.59,-0.49,1.67,-0.29,0.09,0.31,0.01,0.00,0.01,0.12,0.00,0.12
402,16,0.17,-0.04,0.17,0.84,-0.19,0.86,-0.29,0.09,0.30,0.02,0.00,0.02,0.12,0.00,0.12
403,16,0.19,-0.04,0.19,0.27,-0.05,0.28,-0.28,0.09,0.29,0.02,0.00,0.02,0.11,0.00,0.11
404,16,0.19,-0.04,0.20,-0.04,-0.11,0.12,-0.27,0.09,0.28,0.02,0.00,0.02,0.11,0.00,0.11
405,16,0.19,-0.05,0.20,-0.09,-0.23,0.24,-0.26,0.09,0.27,0.02,0.00,0.02,0.11,0.00,0.11
406,16,0.19,-0.06,0.20,-0.13,-0.21,0.25,-0.25,0.08,0.27,0.02,0.00,0.02,0.11,0.00,0.11
407,16,0.18,-0.07,0.19,-0.36,-0.05,0.36,-0.24,0.08,0.26,0.02,0.00,0.02,0.10,0.00,0.10
408,16,0.16,-0.07,0.17,-0.46,0.10,0.47,-0.24,0.08,0.25,0.02,0.00,0.02,0.10,0.00,0.10
409,16,0.14,-0.06,0.16,-0.30,0.07,0.31,-0.23,0.07,0.24,0.01,0.00,0.01,0.10,0.00,0.10
410,17,0.13,-0.06,0.15,-0.13,-0.05,0.14,-0.23,0.07,0.24,0.01,0.00,0.01,0.11,0.00,0.11
411,17,0.13,-0.07,0.14,-0.11,-0.08,0.13,-0.22,0.07,0.23,0.01,0.00,0.01,0.11,0.00,0.11
412,17,0.12,-0.07,0.14,-0.20,0.04,0.20,-0.21,0.07,0.23,0.01,0.00,0.01,0.10,0.00,0.10
413,17,0.11,-0.06,0.13,-0.31,0.18,0.36,-0.21,0.06,0.22,0.01,0.00,0.01,0.10,0.00,0.10
414,17,0.10,-0.05,0.11,-0.25,0.21,0.32,-0.21,0.06,0.21,0.01,0.00,0.01,0.10,0.00,0.10
415,17,0.09,-0.05,0.10,-0.10,0.14,0.17,-0.20,0.06,0.21,0.01,0.00,0.01,0.11,0.00,0.11
416,17,0.09,-0.04,0.10,-0.01,0.10,0.10,-0.20,0.06,0.21,0.01,0.00,0.01,0.11,0.00,0.11
417,17,0.09,-0.04,0.10,0.03,0.12,0.13,-0.19,0.06,0.20,0.01,0.00,0.01,0.11,0.00,0.11
418,17,0.09,-0.03,0.10,0.06,0.13,0.15,-0.19,0.05,0.20,0.01,0.00,0.01,0.11,0.00,0.11
419,17,0.10,-0.03,0.10,0.09,0.07,0.11,-0.19,0.05,0.19,0.01,0.00,0.01,0.11,0.00,0.11
420,17,0.10,-0.02,0.10,0.06,0.05,0.07,-0.18,0.05,0.19,0.01,0.00,0.01,0.11,0.00,0.11
421,17,0.10,-0.02,0.10,-0.05,0.10,0.11,-0.18,0.05,0.19,0.01,0.00,0.01,0.11,0.00,0.11
422,17,0.10,-0.02,0.10,-0.16,0.14,0.21,-0.17,0.05,0.18,0.01,0.00,0.01,0.11,0.00,0.11
423,17,0.09,-0.01,0.09,-0.15,0.10,0.18,-0.17,0.05,0.18,0.01,0.00,0.01,0.11,0.00,0.11
424,17,0.08,-0.01,0.08,-0.05,-0.04,0.06,-0.17,0.05,0.17,0.01,0.00,0.01,0.11,0.00,0.11
425,17,0.08,-0.01,0.09,0.03,-0.17,0.17,-0.16,0.05,0.17,0.01,0.00,0.01,0.11,0.00,0.11
426,17,0.09,-0.02,0.09,0.05,-0.16,0.17,-0.16,0.05,0.17,0.01,0.00,0.01,0.11,0.00,0.11
427,17,0.09,-0.03,0.09,0.02,-0.03,0.04,-0.16,0.05,0.16,0.01,0.00,0.01,0.11,0.00,0.11
428,17,0.09,-0.03,0.09,-0.06,0.07,0.09,-0.15,0.05,0.16,0.01,0.00,0.01,0.11,0.00,0.11
429,17,0.08,-0.02,0.09,-0.07,0.09,0.12,-0.15,0.04,0.16,0.01,0.00,0.01,0.11,0.00,0.11
430,17,0.08,-0.02,0.08,0.03,0.05,0.06,-0.15,0.04,0.15,0.01,0.00,0.01,0.11,0.00,0.11
431,17,0.09,-0.02,0.09,0.18,-0.02,0.19,-0.14,0.04,0.15,0.01,0.00,0.01,0.11,0.00,0.11
432,17,0.10,-0.02,0.10,0.26,-0.04,0.26,-0.14,0.04,0.15,0.01,0.00,0.01,0.11,0.00,0.11
433,17,0.11,-0.02,0.11,0.19,0.02,0.19,-0.13,0.04,0.14,0.01,0.00,0.01,0.11,0.00,0.11
434,18,0.11,-0.02,0.11,0.07,0.05,0.08,-0.13,0.04,0.14,0.01,0.00,0.01,0.11,0.00,0.11
435,18,0.11,-0.02,0.11,0.03,0.01,0.03,-0.12,0.04,0.13,0.01,0.00,0.01,0.11,0.00,0.11
436,18,0.12,-0.02,0.12,0.09,-0.03,0.10,-0.12,0.04,0.13,0.01,0.00,0.01,0.11,0.00,0.11
437,18,0.12,-0.02,0.12,0.11,-0.07,0.13,-0.12,0.04,0.12,0.01,0.00,0.01,0.11,0.00,0.11
438,18,0.12,-0.02,0.13,0.10,-0.05,0.12,-0.11,0.04,0.12,0.01,0.00,0.01,0.11,0.00,0.11
439,18,0.13,-0.02,0.13,0.07,0.02,0.08,-0.10,0.04,0.11,0.01,0.00,0.01,0.11,0.00,0.11
440,18,0.13,-0.02,0.13,-0.08,0.07,0.10,-0.10,0.04,0.11,0.01,0.00,0.01,0.11,0.00,0.11
441,18,0.12,-0.02,0.12,-0.22,0.10,0.24,-0.09,0.04,0.10,0.01,0.00,0.01,0.10,0.00,0.10
442,18,0.11,-0.01,0.11,-0.28,0.08,0.29,-0.09,0.03,0.09,0.01,0.00,0.01,0.10,0.00,0.10
443,18,0.10,-0.01,0.10,-0.26,0.04,0.26,-0.08,0.03,0.09,0.01,0.00,0.01,0.10,0.00,0.10
444,18,0.09,-0.01,0.09,-0.04,0.01,0.04,-0.08,0.03,0.09,0.01,0.00,0.01,0.11,0.00,0.11
445,18,0.10,-0.01,0.10,0.18,-0.05,0.19,-0.08,0.03,0.08,0.01,0.00,0.01,0.11,0.00,0.11
446,18,0.10,-0.02,0.11,0.17,-0.15,0.23,-0.07,0.03,0.08,0.01,0.00,0.01,0.11,0.00,0.11
447,18,0.11,-0.02,0.11,0.01,-0.21,0.21,-0.07,0.03,0.08,0.01,0.00,0.01,0.11,0.00,0.11
448,18,0.11,-0.03,0.11,-0.09,-0.23,0.25,-0.06,0.03,0.07,0.01,0.00,0.01,0.11,0.00,0.11
449,18,0.10,-0.04,0.11,-0.06,-0.26,0.27,-0.06,0.03,0.07,0.01,0.00,0.01,0.11,0.00,0.11
450,18,0.10,-0.05,0.12,0.06,-0.19,0.19,-0.06,0.03,0.06,0.01,0.00,0.01,0.11,0.00,0.11
451,18,0.11,-0.06,0.12,0.20,-0.02,0.20,-0.05,0.03,0.06,0.01,0.00,0.01,0.11,0.00,0.11
452,18,0.12,-0.06,0.13,0.27,0.09,0.29,-0.05,0.02,0.05,0.01,0.00,0.01,0.11,0.00,0.11
453,18,0.13,-0.05,0.14,0.30,0.13,0.33,-0.04,0.02,0.05,0.01,0.00,0.01,0.11,0.00,0.11
454,18,0.14,-0.05,0.15,0.36,0.06,0.36,-0.04,0.02,0.04,0.02,0.00,0.02,0.11,0.00,0.11
455,18,0.16,-0.05,0.17,0.33,-0.14,0.36,-0.03,0.02,0.03,0.02,0.00,0.02,0.11,0.00,0.11
456,18,0.17,-0.06,0.18,0.21,-0.24,0.32,-0.02,0.01,0.03,0.02,0.00,0.02,0.11,0.00,0.11
457,18,0.18,-0.07,0.19,0.09,-0.19,0.21,-0.01,0.01,0.02,0.02,0.00,0.02,0.11,0.00,0.11
458,19,0.17,-0.07,0.19,-0.22,-0.03,0.22,-0.01,0.01,0.01,0.02,0.00,0.02,0.10,0.00,0.10
459,19,0.16,-0.07,0.17,-0.69,0.14,0.70,-0.00,0.01,0.01,0.02,0.00,0.02,0.10,0.00,0.10
460,19,0.12,-0.06,0.13,-1.02,0.19,1.04,0.01,0.00,0.01,0.01,0.00,0.01,0.10,0.00,0.10
461,19,0.07,-0.05,0.09,-1.13,0.08,1.13,0.01,0.00,0.01,0.01,0.00,0.01,0.09,0.00,0.09
462,19,0.03,-0.05,0.06,-0.92,-0.04,0.92,0.01,-0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.10
463,19,0.00,-0.06,0.06,-0.41,-0.08,0.42,0.01,-0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.10
464,19,-0.01,-0.06,0.06,-0.04,-0.11,0.12,0.01,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
465,19,-0.01,-0.07,0.07,0.05,-0.21,0.21,0.01,-0.01,0.01,0.00,0.00,0.00,0.11,0.00,0.11
466,19,-0.00,-0.08,0.08,-0.01,-0.37,0.37,0.01,-0.01,0.02,0.00,0.00,0.00,0.11,0.00,0.11
467,19,-0.01,-0.10,0.10,-0.15,-0.49,0.51,0.01,-0.02,0.02,0.00,0.00,0.00,0.11,0.00,0.11
468,19,-0.02,-0.12,0.12,-0.24,-0.50,0.55,0.01,-0.02,0.02,0.00,0.00,0.00,0.10,0.00,0.10
469,19,-0.03,-0.14,0.14,-0.19,-0.52,0.55,0.01,-0.03,0.03,0.00,0.00,0.00,0.10,0.00,0.10
470,19,-0.03,-0.16,0.17,-0.03,-0.70,0.70,0.01,-0.03,0.03,0.00,0.00,0.00,0.11,0.00,0.11
471,19,-0.03,-0.20,0.20,0.24,-0.92,0.95,0.01,-0.04,0.04,0.00,0.00,0.00,0.11,0.00,0.11
472,19,-0.01,-0.24,0.24,0.44,-1.17,1.26,0.01,-0.05,0.05,0.00,0.00,0.00,0.11,0.00,0.11
473,19,0.01,-0.30,0.30,0.37,-1.57,1.61,0.01,-0.06,0.06,0.00,0.00,0.00,0.11,0.00,0.11
474,19,0.02,-0.37,0.37,0.05,-1.83,1.83,0.01,-0.07,0.07,0.00,0.00,0.00,0.11,0.00,0.11
475,19,0.01,-0.44,0.45,-0.27,-1.71,1.73,0.01,-0.09,0.09,0.00,0.00,0.00,0.10,0.00,0.10
476,19,-0.01,-0.51,0.51,-0.55,-1.32,1.43,0.01,-0.11,0.11,0.00,0.00,0.00,0.10,0.00,0.10
477,19,-0.04,-0.56,0.56,-0.96,-1.05,1.42,0.01,-0.13,0.13,0.00,0.00,0.00,0.10,0.00,0.10
478,19,-0.09,-0.60,0.61,-1.44,-1.28,1.93,0.01,-0.16,0.16,0.00,0.00,0.00,0.09,0.00,0.09
479,19,-0.10,-0.48,0.49,0.00,0.00,0.00,0.00,-0.18,0.18,0.00,0.00,0.00,0.11,0.00,0.11
480,19,-0.04,-0.17,0.17,0.00,0.00,0.00,-0.01,-0.21,0.21,0.00,0.00,0.00,0.11,0.00,0.11
481,19,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.24,0.24,0.00,0.00,0.00,0.11,0.00,0.11
